inputoutput.js	adjustLevel	40	function adjustLevel(level, widthdelta, heightdelta) {
inputoutput.js	addLeftColumn	56	function addLeftColumn() {
inputoutput.js	addRightColumn	66	function addRightColumn() {
inputoutput.js	addTopRow	76	function addTopRow() {
inputoutput.js	addBottomRow	86	function addBottomRow() {
inputoutput.js	removeLeftColumn	96	function removeLeftColumn() {
inputoutput.js	removeRightColumn	109	function removeRightColumn() {
inputoutput.js	removeTopRow	122	function removeTopRow() {
inputoutput.js	removeBottomRow	134	function removeBottomRow() {
inputoutput.js	matchGlyph	147	function matchGlyph(inputmask, glyphAndMask) {
inputoutput.js	htmlEntityMap	179	var htmlEntityMap = {
inputoutput.js	selectableint	188	var selectableint = 0
inputoutput.js	printLevel	190	function printLevel() {
inputoutput.js	levelEditorClick	236	function levelEditorClick(event, click) {
inputoutput.js	levelEditorRightClick	300	function levelEditorRightClick(event, click) {
inputoutput.js	getTilesTraversingPoints	336	function getTilesTraversingPoints(x1, y1, x2, y2) {
inputoutput.js	x1	523	var x1 = 5
inputoutput.js	y1	524	var y1 = 5
inputoutput.js	x2	525	var x2 = 5
inputoutput.js	y2	526	var y2 = 5
inputoutput.js	amountOfLevelsOnScreen	527	let amountOfLevelsOnScreen = 0
inputoutput.js	mouseAction	529	function mouseAction(event, click, id) {
inputoutput.js	anyEditsSinceMouseDown	739	var anyEditsSinceMouseDown = false
inputoutput.js	onMouseDown	741	function onMouseDown(event, wasFiredByTouch = false) {
inputoutput.js	rightClickCanvas	809	function rightClickCanvas(event) {
inputoutput.js	onMouseUp	818	function onMouseUp(event, wasFiredByTouch = false) {
inputoutput.js	onKeyDown	853	function onKeyDown(event) {
inputoutput.js	relMouseCoords	936	function relMouseCoords(event) {
inputoutput.js	onKeyUp	963	function onKeyUp(event) {
inputoutput.js	onMyFocus	974	function onMyFocus(event) {
inputoutput.js	onMyBlur	980	function onMyBlur(event) {
inputoutput.js	mouseCoordX	986	var mouseCoordX = 0
inputoutput.js	mouseCoordY	987	var mouseCoordY = 0
inputoutput.js	mousePixelX	988	var mousePixelX = 0
inputoutput.js	mousePixelY	989	var mousePixelY = 0
inputoutput.js	setMouseCoord	991	function setMouseCoord(e) {
inputoutput.js	mouseMove	1004	function mouseMove(event) {
inputoutput.js	mouseInCanvas	1044	let mouseInCanvas = false
inputoutput.js	onMouseIn	1046	function onMouseIn() {
inputoutput.js	onMouseOut	1051	function onMouseOut() {
inputoutput.js	onTouchDown	1060	function onTouchDown(event) {
inputoutput.js	onTouchUp	1064	function onTouchUp(event) {
inputoutput.js	onMouseWheel	1081	function onMouseWheel(event) {
inputoutput.js	levelSelectScroll	1106	function levelSelectScroll(direction) {
inputoutput.js	clamp	1121	function clamp(number, min, max) {
inputoutput.js	prevent	1125	function prevent(e) {
inputoutput.js	titleButtonSelected	1133	function titleButtonSelected() {
inputoutput.js	gamepadKeys	1147	var gamepadKeys = [] // used to store keys held at previous frame
inputoutput.js	pollGamepads	1149	function pollGamepads() {
inputoutput.js	checkKey	1288	function checkKey(e, justPressed) {
inputoutput.js	update	1585	function update() {
inputoutput.js	looping	1679	var looping = false
inputoutput.js	loop	1681	var loop = function () {
console.js	jumpToLine	0	function jumpToLine(i) {
console.js	consolecache	26	var consolecache = []
console.js	consolePrintFromRule	28	function consolePrintFromRule(text, rule, urgent) {
console.js	consolePrint	53	function consolePrint(text, urgent, linenumber, inspect_ID) {
console.js	cache_n	66	var cache_n = 0
console.js	addToConsole	68	function addToConsole(text) {
console.js	consoleCacheDump	81	function consoleCacheDump() {
console.js	consoleError	163	function consoleError(text) {
console.js	clearConsole	167	function clearConsole() {
console.js	clearConsoleClick	179	var clearConsoleClick = document.getElementById("clearConsoleClick")
console.js	verboseToggle	182	function verboseToggle() {
console.js	verboseLoggingClick	199	var verboseLoggingClick = document.getElementById("verboseLoggingClick")
buildStandalone.js	get_blob	0	var get_blob = function () {
buildStandalone.js	standalone_HTML_String	4	var standalone_HTML_String = ""
buildStandalone.js	clientStandaloneRequest	6	var clientStandaloneRequest = new XMLHttpRequest()
buildStandalone.js	buildStandalone	25	function buildStandalone(sourceCode) {
engine.js	onLevelRestarted	0	var onLevelRestarted = new Event("levelRestarted")
engine.js	RandomGen	2	var RandomGen = new RNG()
engine.js	intro_template	4	var intro_template = [
engine.js	sitelock_template	20	var sitelock_template = [
engine.js	messagecontainer_template	36	var messagecontainer_template = [
engine.js	messagecontainer_template_mouse	52	var messagecontainer_template_mouse = [
engine.js	titletemplate_firstgo	68	var titletemplate_firstgo = [
engine.js	titletemplate_firstgo_selected	84	var titletemplate_firstgo_selected = [
engine.js	titletemplate_empty	100	var titletemplate_empty = [
engine.js	title_options	116	var title_options = [
engine.js	MENUITEM_CONTINUE	143	var MENUITEM_CONTINUE = 0
engine.js	MENUITEM_LEVELSELECT	144	var MENUITEM_LEVELSELECT = 1
engine.js	MENUITEM_SETTINGS	145	var MENUITEM_SETTINGS = 2
engine.js	MENUITEM_NEWGAME	146	var MENUITEM_NEWGAME = 3
engine.js	MENUITEMVERSION_IDLE	148	var MENUITEMVERSION_IDLE = 0
engine.js	MENUITEMVERSION_HIGHLIGHTED	149	var MENUITEMVERSION_HIGHLIGHTED = 1
engine.js	MENUITEMVERSION_SELECTED	150	var MENUITEMVERSION_SELECTED = 2
engine.js	MENUITEMVERSION_HOVERED	151	var MENUITEMVERSION_HOVERED = 3
engine.js	titleImage	153	var titleImage = []
engine.js	titleWidth	154	var titleWidth = titletemplate_empty[0].length
engine.js	titleHeight	155	var titleHeight = titletemplate_empty.length
engine.js	textMode	156	var textMode = true
engine.js	titleScreen	157	var titleScreen = true
engine.js	titleMode	158	var titleMode = 0 //1 means title screen with options, 2 means level select
engine.js	titleSelection	159	var titleSelection = 0
engine.js	titleSelectOptions	160	var titleSelectOptions = 2
engine.js	titleAvailableOptions	161	var titleAvailableOptions = []
engine.js	titleSelected	162	var titleSelected = false
engine.js	hoverSelection	163	var hoverSelection = -1 //When mouse controls are enabled, over which row the mouse is hovering. -1 when disabled.
engine.js	showContinueOptionOnTitleScreen	165	function showContinueOptionOnTitleScreen() {
engine.js	hasStartedTheGame	173	function hasStartedTheGame() {
engine.js	hasSolvedAtLeastOneSection	177	function hasSolvedAtLeastOneSection() {
engine.js	unloadGame	185	function unloadGame() {
engine.js	isContinueOptionSelected	195	function isContinueOptionSelected() {
engine.js	isNewGameOptionSelected	203	function isNewGameOptionSelected() {
engine.js	isLevelSelectOptionSelected	216	function isLevelSelectOptionSelected() {
engine.js	generateTitleScreen	231	function generateTitleScreen() {
engine.js	levelSelectScrollPos	427	var levelSelectScrollPos = 0
engine.js	gotoLevelSelectScreen	429	function gotoLevelSelectScreen() {
engine.js	generateLevelSelectScreen	462	function generateLevelSelectScreen() {
engine.js	gotoLevel	630	function gotoLevel(sectionIndex) {
engine.js	introstate	654	var introstate = {
engine.js	state	664	var state = introstate
engine.js	deepClone	666	function deepClone(item) {
engine.js	wordwrap	720	function wordwrap(str, width, handleNewlines = false) {
engine.js	splitMessage	751	var splitMessage = []
engine.js	drawMessageScreen	753	function drawMessageScreen() {
engine.js	loadedLevelSeed	838	var loadedLevelSeed = 0
engine.js	loadLevelFromLevelDat	840	function loadLevelFromLevelDat(state, leveldat, randomseed, clearinputhistory) {
engine.js	loadLevelFromStateTarget	923	function loadLevelFromStateTarget(state, levelindex, target, randomseed) {
engine.js	loadLevelFromState	939	function loadLevelFromState(state, levelindex, randomseed) {
engine.js	sprites	957	var sprites = [
engine.js	loadedCustomFont	980	let loadedCustomFont = false
engine.js	tryLoadCustomFont	982	function tryLoadCustomFont() {
engine.js	tryPlaySimpleSound	1018	function tryPlaySimpleSound(soundname) {
engine.js	tryPlayTitleSound	1024	function tryPlayTitleSound() {
engine.js	tryPlayStartGameSound	1028	function tryPlayStartGameSound() {
engine.js	tryPlayEndGameSound	1032	function tryPlayEndGameSound() {
engine.js	tryPlayCancelSound	1036	function tryPlayCancelSound() {
engine.js	tryPlayStartLevelSound	1040	function tryPlayStartLevelSound() {
engine.js	tryPlayEndLevelSound	1044	function tryPlayEndLevelSound() {
engine.js	tryPlayUndoSound	1048	function tryPlayUndoSound() {
engine.js	tryPlayRestartSound	1052	function tryPlayRestartSound() {
engine.js	tryPlayShowMessageSound	1056	function tryPlayShowMessageSound() {
engine.js	tryPlayCloseMessageSound	1060	function tryPlayCloseMessageSound() {
engine.js	backups	1064	var backups = []
engine.js	backupLevel	1067	function backupLevel() {
engine.js	level4Serialization	1083	function level4Serialization() {
engine.js	tryDeactivateYoutube	1094	function tryDeactivateYoutube() {
engine.js	tryActivateYoutube	1101	function tryActivateYoutube() {
engine.js	setGameState	1128	function setGameState(_state, command, randomseed) {
engine.js	RebuildLevelArrays	1326	function RebuildLevelArrays() {
engine.js	messagetext	1381	var messagetext = ""
engine.js	currentMovedEntities	1382	var currentMovedEntities = {}
engine.js	newMovedEntities	1383	var newMovedEntities = {}
engine.js	applyDiff	1385	function applyDiff(diff, level_objects) {
engine.js	unconsolidateDiff	1401	function unconsolidateDiff(before, after) {
engine.js	restoreLevel	1420	function restoreLevel(
engine.js	zoomscreen	1492	var zoomscreen = false
engine.js	flickscreen	1493	var flickscreen = false
engine.js	smoothscreen	1494	var smoothscreen = false
engine.js	screenwidth	1495	var screenwidth = 0
engine.js	screenheight	1496	var screenheight = 0
engine.js	consolidateDiff	1499	function consolidateDiff(before, after) {
engine.js	addUndoState	1564	function addUndoState(state) {
engine.js	DoRestart	1577	function DoRestart(force) {
engine.js	backupDiffers	1610	function backupDiffers() {
engine.js	DoUndo	1628	function DoUndo(
engine.js	getPlayerPositions	1658	function getPlayerPositions() {
engine.js	getLayersOfMask	1670	function getLayersOfMask(cellMask) {
engine.js	moveEntitiesAtIndex	1682	function moveEntitiesAtIndex(positionIndex, entityMask, dirMask) {
engine.js	startMovement	1700	function startMovement(dir) {
engine.js	dirMasksDelta	1710	var dirMasksDelta = {
engine.js	dirMaskName	1720	var dirMaskName = {
engine.js	seedsToPlay_CanMove	1730	var seedsToPlay_CanMove = []
engine.js	seedsToPlay_CantMove	1731	var seedsToPlay_CantMove = []
engine.js	repositionEntitiesOnLayer	1733	function repositionEntitiesOnLayer(positionIndex, layer, dirMask) {
engine.js	repositionEntitiesAtCell	1795	function repositionEntitiesAtCell(positionIndex) {
engine.js	Level	1827	function Level(lineNumber, width, height, layerCount, objects, section) {
engine.js	_movementVecIndex	1877	var _movementVecIndex = 0
engine.js	ellipsisPattern	1912	var ellipsisPattern = ["ellipsis"]
engine.js	BitVec	1914	function BitVec(init) {
engine.js	Rule	2037	function Rule(rule) {
engine.js	cellRowMatchesWildcardFunctionGenerate	2180	function cellRowMatchesWildcardFunctionGenerate(direction,cellRow,i, maxk, mink) {
engine.js	STRIDE_OBJ	2212	var STRIDE_OBJ = 1
engine.js	STRIDE_MOV	2213	var STRIDE_MOV = 1
engine.js	CellPattern	2215	function CellPattern(row) {
engine.js	CellReplacement	2225	function CellReplacement(row) {
engine.js	matchCache	2235	var matchCache = {}
engine.js	cellRowMatchesWildcardFunctionGenerate	2435	function cellRowMatchesWildcardFunctionGenerate(direction,cellRow,i, maxk, mink) {
engine.js	DoesCellRowMatchWildCard	2449	function DoesCellRowMatchWildCard(direction,cellRow,i,maxk,mink) {
engine.js	cellRowMatchesFunctionGenerate	2498	function cellRowMatchesFunctionGenerate(direction,cellRow,i) {
engine.js	DoesCellRowMatch	2505	function DoesCellRowMatch(direction,cellRow,i,k) {
engine.js	matchCellRow	2535	function matchCellRow(
engine.js	matchCellRowWildCard	2646	function matchCellRowWildCard(
engine.js	generateTuples	2761	function generateTuples(lists) {
engine.js	twiddleMetadataExtras	3063	function twiddleMetadataExtras(resetAutoTick = true) {
engine.js	showTempMessage	3105	function showTempMessage() {
engine.js	processOutputCommands	3121	function processOutputCommands(commands) {
engine.js	applyRandomRuleGroup	3136	function applyRandomRuleGroup(level, ruleGroup) {
engine.js	applyRuleGroup	3169	function applyRuleGroup(ruleGroup) {
engine.js	applyRules	3213	function applyRules(rules, loopPoint, startRuleGroupindex, bannedGroup) {
engine.js	resolveMovements	3279	function resolveMovements(level, bannedGroup) {
engine.js	sfxCreateMask	3340	var sfxCreateMask = null
engine.js	sfxDestroyMask	3341	var sfxDestroyMask = null
engine.js	calculateRowColMasks	3343	function calculateRowColMasks() {
engine.js	processInput	3383	function processInput(dir, dontDoWin, dontModify, bak) {
engine.js	checkWin	3804	function checkWin(dontDoWin) {
engine.js	DoWin	3905	function DoWin() {
engine.js	anyMovements	3922	function anyMovements() { 
engine.js	nextLevel	3931	function nextLevel() {
engine.js	loadLevelFromStateOrTarget	4027	function loadLevelFromStateOrTarget() {
engine.js	goToTitleScreen	4035	function goToTitleScreen() {
engine.js	resetFlickDat	4055	function resetFlickDat() {
engine.js	updateLocalStorage	4066	function updateLocalStorage() {
engine.js	setSectionSolved	4079	function setSectionSolved(section) {
engine.js	clearLocalStorage	4103	function clearLocalStorage() {
engine.js	cameraPositionTarget	4117	var cameraPositionTarget = null
engine.js	cameraPosition	4119	var cameraPosition = {
engine.js	initSmoothCamera	4124	function initSmoothCamera() {
engine.js	getCameraPosition	4166	function getCameraPosition(targetPosition, levelDimension, screenDimension) {
engine.js	getFlickCameraPosition	4173	function getFlickCameraPosition(
engine.js	updateCameraPositionTarget	4200	function updateCameraPositionTarget() {
engine.js	IsMouseGameInputEnabled	4244	function IsMouseGameInputEnabled() {
parser.js	compiling	22	var compiling = false
parser.js	errorStrings	23	var errorStrings = [] //also stores warning strings
parser.js	errorCount	24	var errorCount = 0 //only counts errors
parser.js	twiddleable_params	26	var twiddleable_params = [
parser.js	logErrorCacheable	40	function logErrorCacheable(str, lineNumber, urgent) {
parser.js	logError	64	function logError(str, lineNumber, urgent) {
parser.js	logWarning	88	function logWarning(str, lineNumber, urgent) {
parser.js	logWarningNoLine	111	function logWarningNoLine(str, urgent, increaseErrorCount = true) {
parser.js	logErrorNoLine	126	function logErrorNoLine(str, urgent) {
parser.js	logBetaMessage	139	function logBetaMessage(str, urgent) {
parser.js	blankLineHandle	151	function blankLineHandle(state) {
parser.js	codeMirrorFn	187	var codeMirrorFn = function () {
editor.js	code	0	var code = document.getElementById("code")
editor.js	_editorDirty	1	var _editorDirty = false
editor.js	_editorCleanState	2	var _editorCleanState = ""
editor.js	fileToOpen	4	var fileToOpen = getParameterByName("demo")
editor.js	editor	112	var editor = window.CodeMirror.fromTextArea(code, {
editor.js	checkEditorDirty	142	function checkEditorDirty() {
editor.js	setEditorClean	158	function setEditorClean() {
editor.js	mapObj	175	var mapObj = {
editor.js	getParameterByName	194	function getParameterByName(name) {
editor.js	tryLoadGist	203	function tryLoadGist(id) {
editor.js	tryLoadFile	257	function tryLoadFile(fileName) {
editor.js	canExit	274	function canExit() {
editor.js	dropdownChange	284	function dropdownChange() {
editor.js	debugPreview	304	function debugPreview(turnIndex, lineNumber) {
editor.js	debugUnpreview	309	function debugUnpreview() {
editor.js	addToDebugTimeline	314	function addToDebugTimeline(level, lineNumber) {
compiler.js	isColor	2	function isColor(str) {
compiler.js	colorToHex	11	function colorToHex(palette, str) {
compiler.js	generateSpriteMatrix	20	function generateSpriteMatrix(dat) {
compiler.js	generateExtraMembers	40	function generateExtraMembers(state) {
compiler.js	generateExtraMembersPart2	499	function generateExtraMembersPart2(state) {
compiler.js	levelFromString	578	function levelFromString(state, level) {
compiler.js	levelsToArray	640	function levelsToArray(state) {
compiler.js	extractSections	696	function extractSections(state) {
compiler.js	convertSectionNamesToIndices	722	function convertSectionNamesToIndices(state) {
compiler.js	directionaggregates	790	var directionaggregates = {
compiler.js	relativeDirections	803	var relativeDirections = ["^", "v", "<", ">", "perpendicular", "parallel"]
compiler.js	simpleAbsoluteDirections	804	var simpleAbsoluteDirections = ["up", "down", "left", "right"]
compiler.js	simpleRelativeDirections	805	var simpleRelativeDirections = ["^", "v", "<", ">"]
compiler.js	reg_directions_only	806	var reg_directions_only =
compiler.js	commandwords	809	var commandwords = [
compiler.js	directionalRule	843	function directionalRule(rule) {
compiler.js	findIndexAfterToken	875	function findIndexAfterToken(str, tokens, tokenIndex) {
compiler.js	rightBracketToRightOf	884	function rightBracketToRightOf(tokens, i) {
compiler.js	processRuleString	893	function processRuleString(rule, state, curRules) {
compiler.js	deepCloneHS	1283	function deepCloneHS(HS) {
compiler.js	deepCloneRule	1292	function deepCloneRule(rule) {
compiler.js	rulesToArray	1308	function rulesToArray(state) {
compiler.js	containsEllipsis	1381	function containsEllipsis(rule) {
compiler.js	rewriteUpLeftRules	1390	function rewriteUpLeftRules(rule) {
compiler.js	getPossibleObjectsFromCell	1412	function getPossibleObjectsFromCell(state, cell) {
compiler.js	getPropertiesFromCell	1430	function getPropertiesFromCell(state, cell) {
compiler.js	getMovings	1446	function getMovings(state, cell) {
compiler.js	concretizePropertyInCell	1458	function concretizePropertyInCell(cell, property, concreteType) {
compiler.js	concretizeMovingInCell	1466	function concretizeMovingInCell(
compiler.js	concretizeMovingInCellByAmbiguousMovementName	1479	function concretizeMovingInCellByAmbiguousMovementName(
compiler.js	expandNoPrefixedProperties	1491	function expandNoPrefixedProperties(state, cell) {
compiler.js	concretizePropertyRule	1512	function concretizePropertyRule(state, rule, lineNumber) {
compiler.js	makeSpawnedObjectsStationary	1680	function makeSpawnedObjectsStationary(state, rule, lineNumber) {
compiler.js	concretizeMovingRule	1716	function concretizeMovingRule(state, rule, lineNumber) {
compiler.js	rephraseSynonyms	1962	function rephraseSynonyms(state, rule) {
compiler.js	atomizeAggregates	1987	function atomizeAggregates(state, rule) {
compiler.js	atomizeCellAggregates	2004	function atomizeCellAggregates(state, cell, lineNumber) {
compiler.js	convertRelativeDirsToAbsolute	2027	function convertRelativeDirsToAbsolute(rule) {
compiler.js	relativeDirs	2045	var relativeDirs = ["^", "v", "<", ">", "parallel", "perpendicular"] //used to index the following
compiler.js	relativeDict	2047	var relativeDict = {
compiler.js	absolutifyRuleCell	2054	function absolutifyRuleCell(forward, cell) {
compiler.js	dirMasks	2072	var dirMasks = {
compiler.js	rulesToMask	2085	function rulesToMask(state) {
compiler.js	cellRowMasks	2421	function cellRowMasks(rule) {
compiler.js	cellRowMasks_Movements	2436	function cellRowMasks_Movements(rule) {
compiler.js	collapseRules	2451	function collapseRules(groups) {
compiler.js	ruleGroupDiscardOverlappingTest	2497	function ruleGroupDiscardOverlappingTest(ruleGroup) {
compiler.js	arrangeRulesByGroupNumber	2528	function arrangeRulesByGroupNumber(state) {
compiler.js	generateRigidGroupList	2570	function generateRigidGroupList(state) {
compiler.js	getMaskFromName	2608	function getMaskFromName(state, name) {
compiler.js	generateMasks	2647	function generateMasks(state) {
compiler.js	checkObjectsAreLayered	2708	function checkObjectsAreLayered(state) {
compiler.js	twiddleMetaData	2737	function twiddleMetaData(state, update = false) {
compiler.js	processWinConditions	2865	function processWinConditions(state) {
compiler.js	printCellRow	2923	function printCellRow(cellRow) {
compiler.js	cacheRuleStringRep	2944	function cacheRuleStringRep(rule) {
compiler.js	cacheAllRuleNames	2992	function cacheAllRuleNames(state) {
compiler.js	printRules	2999	function printRules(state) {
compiler.js	removeDuplicateRules	3040	function removeDuplicateRules(state) {
compiler.js	generateLoopPoints	3060	function generateLoopPoints(state) {
compiler.js	soundEvents	3163	var soundEvents = [
compiler.js	soundMaskedEvents	3186	var soundMaskedEvents = ["create", "destroy", "move", "cantmove", "action"]
compiler.js	soundVerbs	3187	var soundVerbs = soundEvents.concat(soundMaskedEvents)
compiler.js	validSeed	3189	function validSeed(seed) {
